Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
EuroPost Agency,@EuroPostAgency,2024-10-13T18:30:00.000Z,True,indonesia s prabowo mull corpor tax cut  accord to reports  europost,0,0,0,0,['#Europost'],[],[],https://pbs.twimg.com/profile_images/1722992596006404096/cLnf_env_normal.jpg,https://x.com/EuroPostAgency/status/1845532455941599735,tweet_id:1845532455941599735
𝗕𝗮𝗵𝗹𝘂𝗹 𝗠𝘂𝗹𝘆𝗼𝗻𝗼,@LelePecel150424,2024-10-13T18:29:56.000Z,False,bagu aja si  produk jurnalistik utk penting msyrkt yg butuh informasi ttg seluk beluk bijak kuasa  publik butuh media massa yg independen  bkn corong kuasa  kasihan rakyat ,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1829023149419311104/ZjZ1Sy9u_normal.jpg,https://x.com/LelePecel150424/status/1845532440024265121,tweet_id:1845532440024265121
Dika,@Dika49710609,2024-10-13T18:29:30.000Z,False,nyata ni si bahlul masuk kabinet nya prabowo  bukti kalo prabowo nurut si mulyono,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1547438493193818113/CWzEdrmC_normal.jpg,https://x.com/Dika49710609/status/1845532330066370815,tweet_id:1845532330066370815
Auni Shafiyah,@auni_shafiyahh,2024-10-13T18:29:13.000Z,False,prabowo hadir drone jaga papua maksim ,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1699278068697993216/Cx-9ugNb_normal.jpg,https://x.com/auni_shafiyahh/status/1845532258964582718,tweet_id:1845532258964582718
Wonge dewek,@Rakyatpantura,2024-10-13T18:29:06.000Z,False,ngomongin  paloh  mega  cak imin  sbi ,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1374907706239119361/kCiQG8_k_normal.jpg,https://x.com/Rakyatpantura/status/1845532230028030098,tweet_id:1845532230028030098
Jaya Kuswoyo,@jaya_kuswoyo2,2024-10-13T18:28:55.000Z,False,terima kasih prabowo-gibran program inspiratif penuh manfaat  makanbergiziuntukbangsa,0,0,0,0,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1701119913023455232/8p2D7ty8_normal.jpg,https://x.com/jaya_kuswoyo2/status/1845532181411893392,tweet_id:1845532181411893392
Suripto Bambang,@suripto_bamban,2024-10-13T18:28:52.000Z,False,langkah prabowo-gibran  makan gizi grati anak bangsa   makanbergiziuntukbangsa,0,0,0,0,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1703692805305249792/YM0RHZe7_normal.jpg,https://x.com/suripto_bamban/status/1845532171278442843,tweet_id:1845532171278442843
¥ a u m e n e e r,@mamagemoybiasa,2024-10-13T18:28:07.000Z,False,terimakasih jokowi  selamad emban tuga prabowo subianto bawa indonesia lebihbaik  rakyad nya makmur sejahtera pict by ,0,0,0,2,[],['@kompascom'],[],https://pbs.twimg.com/profile_images/1493085209259962370/IfTMNACv_normal.jpg,https://x.com/mamagemoybiasa/status/1845531982215983582,tweet_id:1845531982215983582
redcamel,@322redcamel,2024-10-13T18:26:47.000Z,False,yg bela jajah tanda nya sakit jiwa bg,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1727769753400578048/G3ussmbg_normal.jpg,https://x.com/322redcamel/status/1845531645434339452,tweet_id:1845531645434339452
Fatih Fahmi,@fatih_fahmi72,2024-10-13T18:26:06.000Z,False,semangat ubah  prabowo bawa arah indonesia ,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1687007809500778496/XJDI6m8k_normal.jpg,https://x.com/fatih_fahmi72/status/1845531473161707791,tweet_id:1845531473161707791
donibar,@donibar,2024-10-13T18:25:55.000Z,False,presiden wakil presiden  turut prabowo urus pribadi hening kuasa presiden ,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1754159480277999616/KZbe2DQ4_normal.jpg,https://x.com/donibar/status/1845531427934519805,tweet_id:1845531427934519805
Komah Nimana,@komah_nimana,2024-10-13T18:25:37.000Z,False,terima kasih prabowo-gibran program bantu wujud generasi sehat  makanbergiziuntukbangsa,0,0,0,3,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1681875252945768448/JyU896x1_normal.jpg,https://x.com/komah_nimana/status/1845531354815172683,tweet_id:1845531354815172683
The Den,@TheDent10558027,2024-10-13T18:24:28.000Z,True,dengar tuh fufufafa caci maki,0,0,0,2,[],['@prabowo'],[],https://pbs.twimg.com/profile_images/1835632016534147072/gbsg04Pv_normal.jpg,https://x.com/TheDent10558027/status/1845531062165971309,tweet_id:1845531062165971309
Kintan,@jayusman92,2024-10-13T18:24:27.000Z,False,prabowo pelihara buzzer ,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1838629417444347904/VPHwuAnT_normal.jpg,https://x.com/jayusman92/status/1845531058701525332,tweet_id:1845531058701525332
Ridho,@gozrid1,2024-10-13T18:24:13.000Z,False,knp pilih 2019 knp prabowo knp prabowo yg pilih yg udah jabat 5 taun jelek knp kalin pilih 2 priod salah org purwakarta 89  pilih prabowo thn 2019,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1757255546171015168/zybRcWft_normal.jpg,https://x.com/gozrid1/status/1845531000958525597,tweet_id:1845531000958525597
¥ a u m e n e e r,@mamagemoybiasa,2024-10-13T18:23:41.000Z,False,presiden 8 ri prabowo subianto  berikud silsilah keluarga prabowo,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1493085209259962370/IfTMNACv_normal.jpg,https://x.com/mamagemoybiasa/status/1845530867923669411,tweet_id:1845530867923669411
Aku Punya,@AkuPuny61743405,2024-10-13T18:21:53.000Z,False,utaman selamat,0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1825924596379668480/5waH0MB4_normal.jpg,https://x.com/AkuPuny61743405/status/1845530412409643184,tweet_id:1845530412409643184
Im yAn,@xyxyan14,2024-10-13T18:21:40.000Z,False,ngakak bener liat tulis si fufufafa  imajinasi kocak  parah bener prabowo hina gitu ,0,0,0,7,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1826328620966838276/3f-8TTH1_normal.jpg,https://x.com/xyxyan14/status/1845530358026252721,tweet_id:1845530358026252721
Laedy,@Laedy_ning,2024-10-13T18:21:20.000Z,False,titip yaa fufufafaaaaa,0,0,0,7,[],[],['\\U0001f923'],https://pbs.twimg.com/profile_images/1826224739410452480/c02Th6LZ_normal.jpg,https://x.com/Laedy_ning/status/1845530274039521529,tweet_id:1845530274039521529
Brojo Musthi,@BMusthi42938,2024-10-13T18:20:57.000Z,False,tlong pk tindak lanjut ,0,0,0,0,[],['@prabowo'],[],https://pbs.twimg.com/profile_images/1814565202081558529/qf4gnUST_normal.png,https://x.com/BMusthi42938/status/1845530177658601765,tweet_id:1845530177658601765
Gabino Arthur,@gabino_arthur12,2024-10-13T18:20:36.000Z,False,makan siang gizi grati  inisiatif prabowo-gibran sasar   makanbergiziuntukbangsa,0,0,0,5,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1684504215534837760/psnHTI14_normal.jpg,https://x.com/gabino_arthur12/status/1845530090958098774,tweet_id:1845530090958098774
Zahra Putri,@zzahra_putri44,2024-10-13T18:20:12.000Z,False,prabowo-gibran prioritas sehat anak ,0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1702593873724502016/f5UZIHcY_normal.jpg,https://x.com/zzahra_putri44/status/1845529989149847963,tweet_id:1845529989149847963
MasBRO,@MasBRO_back,2024-10-13T18:19:44.000Z,False,jajah bela ,1,1,1,1,[],[],[],https://pbs.twimg.com/profile_images/1729453315350806528/A78-FOTL_normal.jpg,https://x.com/MasBRO_back/status/1845529872715964560,tweet_id:1845529872715964560
WaSaBi,@Sky_Buz5,2024-10-13T18:18:16.000Z,False,ntar si yakult tangkap pa prabowo  yg korupsi masuk bui,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1836599091436097541/yrlk2hIG_normal.jpg,https://x.com/Sky_Buz5/status/1845529502191087648,tweet_id:1845529502191087648
Sasya Athira,@sasya_athira,2024-10-13T18:17:52.000Z,False,anak sehat harap bangsa prabowo-gibran bantu wujud  makanbergiziuntukbangsa,0,0,0,6,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1694587353548181504/qGRouLty_normal.jpg,https://x.com/sasya_athira/status/1845529403125858440,tweet_id:1845529403125858440
Hana suryani,@hana_suryani454,2024-10-13T18:17:34.000Z,False,anak tumbuh sehat  indonesia hebat  thank prabowo-gibran   makanbergiziuntukbangsa,0,0,0,1,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1811342407994351616/5Pdr-dtp_normal.jpg,https://x.com/hana_suryani454/status/1845529325988467130,tweet_id:1845529325988467130
Yayan Marutag,@yayan_maru67,2024-10-13T18:16:58.000Z,False,program prabowo-gibran visi jangka indonesia   makanbergiziuntukbangsa,0,0,0,7,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1686226099074936832/fR-WY7pJ_normal.jpg,https://x.com/yayan_maru67/status/1845529175362555913,tweet_id:1845529175362555913
Andreo,@Andreospagiez,2024-10-13T18:16:27.000Z,True,,0,0,0,4,[],"['@Puspen_TNI', '@tni_ad', '@prabowo']",[],https://pbs.twimg.com/profile_images/1508137880916426753/TvOK6TE7_normal.jpg,https://x.com/Andreospagiez/status/1845529047612486061,tweet_id:1845529047612486061
Laila Maulida,@laila_maulida54,2024-10-13T18:16:10.000Z,False,terima kasih prabowo-gibran program makan gizi grati bantu cegah stunt indonesia  makanbergiziuntukbangsa,0,0,0,6,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1815992406392856579/6Zkj4Z7-_normal.jpg,https://x.com/laila_maulida54/status/1845528975541743751,tweet_id:1845528975541743751
Muhammad Ridwan,@mhmmd_ridwan65,2024-10-13T18:16:04.000Z,False,anak sumatera beba stunt berkat makan sehat terima kasih prabowo-gibran  makanbergiziuntukbangsa,0,0,0,5,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1681963190958292992/sfAZ3lv7_normal.jpg,https://x.com/mhmmd_ridwan65/status/1845528950505968070,tweet_id:1845528950505968070
,@zenus,2024-10-13T18:15:58.000Z,False,nih  gemoy bgt,0,0,0,15,[],['@prabowo'],[],https://pbs.twimg.com/profile_images/1842463269526921216/FG86lclH_normal.jpg,https://x.com/zenus/status/1845528924484505665,tweet_id:1845528924484505665
Gilang Amardan,@gilang_amrdn,2024-10-13T18:15:53.000Z,False,prabowo-gibran peduli bangsa anak indonesia tumbuh sehat gizi   makanbergiziuntukbangsa,0,0,0,4,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1696749399727386624/RxJ4CMfE_normal.jpg,https://x.com/gilang_amrdn/status/1845528903982702780,tweet_id:1845528903982702780
Samiah Pudjiastuti,@samiah_pdjstti,2024-10-13T18:15:48.000Z,False,prabowo-gibran ngerti banget investasi sehat generasi muda   makanbergiziuntukbangsa,0,0,0,3,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1699285526111797248/8uB6IlL-_normal.jpg,https://x.com/samiah_pdjstti/status/1845528880981172290,tweet_id:1845528880981172290
kaesang,@kaesangx,2024-10-13T18:15:46.000Z,False,wokee  terimakasihpakjokowi  terimakasihjokowi selamat prabowo,0,0,0,7,"['#TerimaKasihPakJokowi', '#TerimakasihJokowi']",[],[],https://pbs.twimg.com/profile_images/1710612431284920320/l4dMytbf_normal.jpg,https://x.com/kaesangx/status/1845528875595649494,tweet_id:1845528875595649494
Wonge dewek,@Rakyatpantura,2024-10-13T18:14:55.000Z,False,prabowo  antek mulyono dasco orang susup gerindra,0,0,0,1,[],[],['\\U0001f923'],https://pbs.twimg.com/profile_images/1374907706239119361/kCiQG8_k_normal.jpg,https://x.com/Rakyatpantura/status/1845528658418835601,tweet_id:1845528658418835601
B LAGET,@Bambang_Budimab,2024-10-13T18:14:06.000Z,True,angin  hujan  tiba2 tempo kabar badai   mol jokowi    sy coba cari tt medso  temu  cari mediasib  berita poles2  ooo  gayung  gagas mol  sambut  badai rekayasa  tempo tempo ,0,0,0,10,[],[],"['\\U0001f914', '\\U0001f926\\u200d\\u2642\\ufe0f']",https://pbs.twimg.com/profile_images/1609921987203436544/MWf8btRR_normal.jpg,https://x.com/Bambang_Budimab/status/1845528452725932242,tweet_id:1845528452725932242
B LAGET,@Bambang_Budimab,2024-10-13T18:13:33.000Z,True,hater yamen ,0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1609921987203436544/MWf8btRR_normal.jpg,https://x.com/Bambang_Budimab/status/1845528317002477751,tweet_id:1845528317002477751
DDhypeNews,@ddhype_com,2024-10-13T18:12:42.000Z,False,prabowo rumah jokowi solo  bincang ringan  presiden pilih prabowo subianto unggah foto momen unjung presiden jokowi diam solo ,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1059617151349272577/L9q4SY9d_normal.png,https://x.com/ddhype_com/status/1845528103889870965,tweet_id:1845528103889870965
Muh Yuaran,@yuaran29544,2024-10-13T18:11:57.000Z,False,sentuh apa suguh makan minum ,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1822659192542609409/Btlbg73A_normal.jpg,https://x.com/yuaran29544/status/1845527911782306060,tweet_id:1845527911782306060
Ferdi Simbi,@ferdi_simbi4,2024-10-13T18:10:57.000Z,False,terima kasih prabowo-gibran program makan gizi grati bawa harap generasi sulawesi  makanbergiziuntukbangsa,0,0,0,3,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1692443430121771008/9BiLt7RO_normal.jpg,https://x.com/ferdi_simbi4/status/1845527660656824427,tweet_id:1845527660656824427
Alvin Dolken,@Headofchangess2,2024-10-13T18:10:43.000Z,False,gizi anak priorita terima kasih prabowo-gibran program makan sehat  makanbergiziuntukbangsa,0,0,0,6,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1742113364011298816/hw5vK0oP_normal.jpg,https://x.com/Headofchangess2/status/1845527604360814931,tweet_id:1845527604360814931
Afiza Ghania,@afizaa_ghania,2024-10-13T18:08:28.000Z,False,prabowo-gibran paham  gizi pondasi utama sdm hebat ,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1696073817586802688/SyzkbAFh_normal.jpg,https://x.com/afizaa_ghania/status/1845527035755860357,tweet_id:1845527035755860357
Im yAn,@xyxyan14,2024-10-13T18:08:27.000Z,False,caw caw mulyono,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1826328620966838276/3f-8TTH1_normal.jpg,https://x.com/xyxyan14/status/1845527034099097677,tweet_id:1845527034099097677
Mohammad Iskandar,@mohammad_iskand,2024-10-13T18:07:45.000Z,False,gizi imbang hak anak  terima kasih prabowo-gibran program ,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1694960935927160832/faw-0nR0_normal.jpg,https://x.com/mohammad_iskand/status/1845526856227008909,tweet_id:1845526856227008909
AJ,@BJendral76531,2024-10-13T18:07:41.000Z,False,tenang  kirim armada ,0,0,0,4,[],[],['\\U0001f600'],https://pbs.twimg.com/profile_images/1815387938173472769/FIyJMUN-_normal.jpg,https://x.com/BJendral76531/status/1845526841584681309,tweet_id:1845526841584681309
Laila Maulida,@laila_maulida54,2024-10-13T18:07:18.000Z,False,terima kasih prabowo-gibran program makan gizi grati selamat anak  makanbergiziuntukbangsa,0,0,0,5,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1815992406392856579/6Zkj4Z7-_normal.jpg,https://x.com/laila_maulida54/status/1845526741458329964,tweet_id:1845526741458329964
"PRABOWO,bukan.praNOwo",@prabu170814,2024-10-13T18:06:47.000Z,False,nan,0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1828319489827667968/t8kPCpew_normal.jpg,https://x.com/prabu170814/status/1845526612953231789,tweet_id:1845526612953231789
Papa4d2,@raniaguan_,2024-10-13T18:06:32.000Z,False, warga turun profesi ceramah deportasi negara  ajar sesat ngibul cabul,0,0,0,9,[],"['@DPR_RI', '@prabowo']",[],https://pbs.twimg.com/profile_images/1829961822893756416/jwM1Pm5U_normal.jpg,https://x.com/raniaguan_/status/1845526551926084042,tweet_id:1845526551926084042
Anti Premanisme !,@SsPasadena,2024-10-13T18:06:30.000Z,False,jokowi pasti prabowo gibran lantik   jasa buat menang pilpr 2024 ,0,0,0,12,[],[],[],https://pbs.twimg.com/profile_images/1796209341424660480/y7oKEs7c_normal.jpg,https://x.com/SsPasadena/status/1845526540039418096,tweet_id:1845526540039418096
Muhammad Azka Abqory,@DatuLiang,2024-10-13T18:05:29.000Z,False,jago gue prabowo kale,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1813352469122228224/ubEOAWru_normal.jpg,https://x.com/DatuLiang/status/1845526287823344076,tweet_id:1845526287823344076
,@itstime4changed,2024-10-13T18:03:46.000Z,False,politik terosss,0,0,0,22,[],[],[],https://pbs.twimg.com/profile_images/1826402979336814592/yn5SQykj_normal.jpg,https://x.com/itstime4changed/status/1845525854706868467,tweet_id:1845525854706868467
Bagus Kuncoro Tanding,@etzionich,2024-10-13T18:03:00.000Z,True,tolong prajurit2 kirim lebanon  keburu udahan entar perang  ga sempet rasa misi damai ,0,0,0,34,[],"['@jokowi', '@prabowo']",[],https://pbs.twimg.com/profile_images/1390483325/qpE7Kq9B_normal,https://x.com/etzionich/status/1845525663148822645,tweet_id:1845525663148822645
Kiki Ardianysah,@kiki_ardii,2024-10-13T18:02:59.000Z,False,terima kasih prabowo-gibran program makan sehat bantu anak gizi  makanbergiziuntukbangsa,0,0,0,2,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1699639030701600768/lALQxSkt_normal.jpg,https://x.com/kiki_ardii/status/1845525656823812363,tweet_id:1845525656823812363
Salma Fauziah,@salma_fauziah40,2024-10-13T18:02:53.000Z,False,terima kasih prabowo-gibran program makan gizi bantu cegah stunt indonesia  makanbergiziuntukbangsa,0,0,0,3,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1692418003793739776/3zUAt73W_normal.jpg,https://x.com/salma_fauziah40/status/1845525633079890301,tweet_id:1845525633079890301
Naufal Altezza,@naufal_alte38,2024-10-13T18:01:44.000Z,False,prabowo  bawa cerah  dukung ,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1684402470582386688/8721Mipp_normal.jpg,https://x.com/naufal_alte38/status/1845525342913732844,tweet_id:1845525342913732844
Rion Bambang Supriono,@RbSupriono,2024-10-13T18:01:25.000Z,False,dokter tyfa lupa ngaca   suka hina kepala negara   mentang gak gubri jokowi,0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1578204017263452160/QTSQMPEM_normal.jpg,https://x.com/RbSupriono/status/1845525261368148099,tweet_id:1845525261368148099
mandra,@kissingyouat3am,2024-10-13T18:01:00.000Z,False,diskusi mulu ent martin suryajana   ,0,0,1,12,[],[],[],https://pbs.twimg.com/profile_images/1814982682528661507/WhDDfTKU_normal.jpg,https://x.com/kissingyouat3am/status/1845525156183306297,tweet_id:1845525156183306297
fuad sidiq,@qidisdauf_,2024-10-13T17:59:31.000Z,False,rencana prabowo bentuk badan terima negara  via tempo,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1832577567469268992/FuQpT27L_normal.jpg,https://x.com/qidisdauf_/status/1845524784752283843,tweet_id:1845524784752283843
Little_Angel,@deteksi_team,2024-10-13T17:58:15.000Z,False,diskusi keluarga  beli bera biaya hidup hari esok  nganggur  hutang  tabung habi,0,0,0,13,[],[],[],https://pbs.twimg.com/profile_images/1729776194416267264/O9HFqV9P_normal.png,https://x.com/deteksi_team/status/1845524467633807373,tweet_id:1845524467633807373
Muhammad Fauzal,@puzalll,2024-10-13T17:57:52.000Z,False,cito ang ru,0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1551669262795677696/bfxlWvTY_normal.jpg,https://x.com/puzalll/status/1845524368266609034,tweet_id:1845524368266609034
candece,@jayacand,2024-10-13T17:56:57.000Z,False,bocor alu alu  alu  intelijen meja prabowo jokowi makan malam,0,0,0,12,[],[],[],https://pbs.twimg.com/profile_images/1364379190284275712/OqC1v4Tg_normal.jpg,https://x.com/jayacand/status/1845524136678052219,tweet_id:1845524136678052219
¡ ʞoʞǝԀ ˙ ˙ ˙ ʞǝԀ ʞǝԀ ʞǝԀ,@PekPekok,2024-10-13T17:56:25.000Z,False,mulyono mulyono mulyono,0,0,0,20,[],[],[],https://pbs.twimg.com/profile_images/1836001225680343040/xDJGLwlZ_normal.jpg,https://x.com/PekPekok/status/1845524005392163134,tweet_id:1845524005392163134
...,@nafadyahsulfi,2024-10-13T17:56:16.000Z,False,prabowo ga ngademin dukung serang ya ,0,0,0,1,[],[],['\\U0001f605'],https://pbs.twimg.com/profile_images/1831484191021895680/8IjpzQI8_normal.jpg,https://x.com/nafadyahsulfi/status/1845523966619996162,tweet_id:1845523966619996162
Tekarok 007,@tekarok007,2024-10-13T17:55:39.000Z,True,politi tempelin tuh kaum rusuh hancur karirnya  nempel prabowo hahaha,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1736679096183341056/H9Xd-t8S_normal.jpg,https://x.com/tekarok007/status/1845523812458406391,tweet_id:1845523812458406391
B LAGET,@Bambang_Budimab,2024-10-13T17:54:54.000Z,False,bp prabowo mudah antum adu domba beliau ajak wnk imigran arab yaman u bangun bangsa negara indonesia  nasehat slh tokoh nasion yg ltr blkgnya jendral tni jng ajak yg toxic patut timbang  gambar mani  ,0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1609921987203436544/MWf8btRR_normal.jpg,https://x.com/Bambang_Budimab/status/1845523624377340407,tweet_id:1845523624377340407
PRINS 023,@princewillemm,2024-10-13T17:54:14.000Z,False,kocak banget liat kang zen serang warganet pant presiden lo prabowo  tru wakil fufu fafa  orang warga tolol sih,0,1,0,23,[],[],"['\\U0001f923', '\\U0001f923', '\\U0001f923', '\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1779617377094885376/n-hn5wgO_normal.jpg,https://x.com/princewillemm/status/1845523455502057544,tweet_id:1845523455502057544
om bams,@bams_om97827,2024-10-13T17:53:39.000Z,False,moga menteri ya perintah ya  harap diwujudkanuntuk jaga nkri kitadan tolong seleksi benar isi posisi menteri yg ya yg benar kerja,0,0,0,5,[],"['@susipudjiastuti', '@prabowo', '@prabowo']","['\\U0001f932\\U0001f3fd', '\\U0001f932\\U0001f3fd', '\\U0001f932\\U0001f3fd', '\\U0001f932\\U0001f3fd', '\\U0001f932\\U0001f3fd', '\\U0001f64f\\U0001f3fd', '\\U0001f64f\\U0001f3fd', '\\U0001f64f\\U0001f3fd', '\\U0001f64f\\U0001f3fd', '\\U0001f64f\\U0001f3fd', '\\U0001f1f2\\U0001f1e8']",https://pbs.twimg.com/profile_images/1838125166523777024/fYfxeQ0a_normal.png,https://x.com/bams_om97827/status/1845523309020250145,tweet_id:1845523309020250145
Laval marc,@Lavalmarc827287,2024-10-13T17:53:30.000Z,False,i realli appreci the friendli collabor between the two presid  jokowi solo hous is so good place ,0,0,0,9,[],[],['\\u2764\\ufe0f'],https://pbs.twimg.com/profile_images/1671367939243782144/QWVsQu_Z_normal.jpg,https://x.com/Lavalmarc827287/status/1845523271837520251,tweet_id:1845523271837520251
BeritakanID News,@BeritakanID_com,2024-10-13T17:52:28.000Z,False,dukung penuh perintah prabowo-gibran  nasdem putus masuk kabinet,0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1559483459550121986/QhKzVERT_normal.jpg,https://x.com/BeritakanID_com/status/1845523012340322737,tweet_id:1845523012340322737
Kantor Berita Harian Aceh Indonesia,@harianacehcoid,2024-10-13T17:52:05.000Z,False,batal ekspor pasir laut  prabowo subianto kenang presiden peduli lingkung,0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1133573876070400000/T4uyAxQb_normal.png,https://x.com/harianacehcoid/status/1845522912784294145,tweet_id:1845522912784294145
Pak Don,@doncendana,2024-10-13T17:50:53.000Z,False, alm  soeharto sesuai konstitusi  pemuda pro demokrasi yg inkonstitusion  spti hal prabowo yg dpt rekomendasi ptdh dkp  alm  habibi plu sk panglima wiranto memanfaatken pasal exit plan dib hentiken krn tlah hb msa dinas  rule by law,0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1839567617868308480/1ea_TvDb_normal.jpg,https://x.com/doncendana/status/1845522612207927584,tweet_id:1845522612207927584
Clarissa Alvan,@clarissa_alv44,2024-10-13T17:50:03.000Z,False,masyarakat sumatera bangga dukung prabowo-gibran lawan stunt cerah  makanbergiziuntukbangsa,0,0,0,6,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1689838733225611264/_VcIuWpA_normal.jpg,https://x.com/clarissa_alv44/status/1845522404128567381,tweet_id:1845522404128567381
Johnson B.,@detikerr,2024-10-13T17:49:16.000Z,False, negara bere  orang arah layan buat baik bangsa negara  ,0,0,0,1,[],"['@prabowo', '@DivHumas_Polri', '@KejaksaanRI', '@jokowi']",[],https://pbs.twimg.com/profile_images/1503265198240501761/KNYZNDWA_normal.jpg,https://x.com/detikerr/status/1845522205796696504,tweet_id:1845522205796696504
Denny.MDF,@Denni535694,2024-10-13T17:48:52.000Z,False,raja fir aun yg manggil prabowo nurut krn raja fir aun jabat  tanggal 20  raja fir aun siapa2,0,0,0,20,[],[],[],https://pbs.twimg.com/profile_images/1836289118135029762/ZXBUop6O_normal.jpg,https://x.com/Denni535694/status/1845522106018365877,tweet_id:1845522106018365877
BeritakanID News,@BeritakanID_com,2024-10-13T17:48:27.000Z,False,tunjang rumah dina dpr beban prabowo subianto,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1559483459550121986/QhKzVERT_normal.jpg,https://x.com/BeritakanID_com/status/1845521998400946677,tweet_id:1845521998400946677
Adrima,@Adrima0906,2024-10-13T17:47:48.000Z,False,cawe2 mulu  ga cape  manfaat detik2 ,0,0,0,18,[],[],[],https://pbs.twimg.com/profile_images/1743094920695656448/-F4Sv-pW_normal.png,https://x.com/Adrima0906/status/1845521834596540755,tweet_id:1845521834596540755
Babinkamtibmas,@kang_bata9or,2024-10-13T17:47:34.000Z,False,solusi adil mulyono  keluarga  hapu nepotism  gak yaudah terima aja kalo generasi kaya gin,0,0,0,12,[],[],[],https://pbs.twimg.com/profile_images/1822689780699955201/8svpPoJu_normal.jpg,https://x.com/kang_bata9or/status/1845521777235317119,tweet_id:1845521777235317119
Keifana Dahwa,@keifana_dahwa,2024-10-13T17:44:06.000Z,False,makan gizi grati prabowo-gibran  anak indonesia tumbuh optim   makanbergiziuntukbangsa,0,0,0,5,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1686298601277026304/6Jww3Pt3_normal.jpg,https://x.com/keifana_dahwa/status/1845520903935086958,tweet_id:1845520903935086958
Pejalantidur,@somnabulis,2024-10-13T17:44:05.000Z,False,gilir mulyono yg jilat,0,0,0,11,[],[],[],https://pbs.twimg.com/profile_images/1771527222488371200/cUcM_oCE_normal.jpg,https://x.com/somnabulis/status/1845520900931874902,tweet_id:1845520900931874902
teh,@tehpanaslanpan,2024-10-13T17:43:00.000Z,False,ih    hak prerogatif presiden prabowopastikan  hongkong  ,0,0,0,22,[],[],[],https://pbs.twimg.com/profile_images/1841431707171614720/OfDOgjZA_normal.jpg,https://x.com/tehpanaslanpan/status/1845520629451444482,tweet_id:1845520629451444482
